reviewText,overall,Sentiment
"Ordered this for a Galaxy S3.  Lasted a few months and then broke.  Is not accessible on several different PC's.Says ""limited lifetime"" warranty - BS.  You have ONE MONTH for Eco Zone.  Not only did I lose pictures but now I am out $$ because of a crappy return policy.In the future I will be buying Kingston, not Sandisk.-----------------Update:  Amazon Customer service made good and refunded my purchase price.  I still will not be buying any more Sandisk memory cards however...",1,Negatif
"I used this to upgrade the storage on my phones and tablet. Its simple, I get fast transfer speeds, it just simply works and works well. This is my go to card brand for reliability and performance.",5,Pozitif
"haven't been able to use this in the capacity that I bought it, for a tablet pro, but I have used it in a usb adapter and it works well there.",5,Notr
"I join the long list of customers who have had their SanDisk die on them.  Customer service from SanDisk has been helpful.  They pay for UPS shipping for the return and promise a 7-10 day turn around once the defective disk has been returned.  Still it's a pain to deal with and I lost some photographs.UPDATE: SanDisk sent me a replacement and it seems to be working.  If the replacement goes bad, I'll be back to complain:)SECOND UPDATE: All is well with the replacement so I'm giving it three stars.",3,Notr
"As the title says, the card I got is defective and faulty. The issue is, the sd card always unmounts and then remounts and sometimes it will says the the sd card is corrupted and needs to be formatted, so first I tried to format it using my cellphone (xperia play) copied all my files again to the sd card and it gave me the same error tried 2 other phones (inspire 3g and Samsung Galaxy S4) still same error, then I tried to take it out and put it in my computer and manually format AND check for bad sectors and fix errors and it will not finish and says &#34;cannot continue because sd card is corrupted&#34;.  I searched google and find out the Sandisk have shipped a bad Batch of Sd cards, so i contacted the company and demanded for a return because its past due to return it through amazon, got RMA'ed and already shipped it and I do not know how long will it take to for them to send me another sd card. So now I do now have any sd card to put my files because of this situations that could've avoided if Sandisk's QA Department is not slacking off. Very disappointed customer.",1,Negatif
I bought this for my husband and then the 32 GB one went on sale so I bought that one for him. I use this one in my Tablet and I love it! No issues!!,5,Pozitif
"I bought this for my Android device and it works great!It even comes with a converter so if I'd like to use it for images or movies I could!I'd highly recommend this product to anyone needing memory for their Phone, Android Player, Camera or anything that uses SD and /or Micro SD!",4,Pozitif
"SanDisk is a very reliable name in storage.  This Micro SD card is no exception.  Lots of storage at a good price, this is a must for tablets and cell phones with limited on-board memory.",5,Pozitif
Was purchased to expand memory in a tablet.  It works well in my a tablet and can be used in a camera using the adapter.,5,Pozitif
"Came in genuine retail packaging, works great with my camera.  Works great with my computer.  I like the colors, it makes it easier to find in my dark camera bag where the tiny black ones get lost in the fabric.",5,Pozitif
"Well i do try to take alot of pictures and with this card it does the job for me, i would recommend this to even my enemies really good product especially when they go on sale on amazon....Package kinda two big for this little thing, but i will work with that little problem.",5,Pozitif
This is a great little memory device. I now have several and they work without problem with my newer Android tablets. (Older versions before Jelly Bean have problems accessing all 64mB - jelly bean works great.),5,Pozitif
I ordered this to use with my new Samsung Galaxy SII phone.  I've used SanDisk in the past and have always had great luck with their products. I would definitely recommend this product.,5,Pozitif
"after doing some tests between a generic memory card and this sandisk i am very disappointed. i bought the 32 gig class (10) card.i swore i picked ""original packaging"" but it was shipped with out original packaging... i will be returning this card for the following reasons:these tests were done using the sd card ports on my pc.my generic class (6) 32 gig card has upload speed of 22MB (write) and a transfer speed of 8.5.my sandisk i just bought, it has an upload speed peaking at 32MB (write) and a transfer speed of 6.5 to maybe 8.5 if im lucky.the write speed is ok, but why is the transfer speed so much more low. why isnt it at least 10MB if not 12MB if sandisk is typically so modest in their classifications?and whats the deal with the no classification marking on this sd card... i dont see class (10) anywhere on this card....amazon you will be getting this back!",1,Negatif
"I purchased this card on a daily lighting deal for my new Samsung Galaxy Note II. It was recognized without issues. I connected it with its adapter to my computer's card reader to transfer about 3Gb of data and the best consistent transfer rate (average) was roughly 13Mbps... That's less than %50 of the advertised transfer rate.To be fair, I've used the same external card reader with my Sony HX100 digital camera with an SD card (16Gb class 10) and I get double the transfer rate of what I've gotten for this card.Here is the setup:1- SD Adapter included with this card.2- External 12-in-1 USB 2.0 card reader connected to a USB 2.0 port on my PC3- Files transferred were of varying sizes.4- Transferred from 2TB Seagate X2 SATA3 HDD (connected to SATA2 port)5- Windows 8 Enterprise x64 (oh yah baby)The only excuse I give this card for its bad performance is the files were relatively small sizes but some of them were as large as 50Mb... This still does not justify the very low transfer rate.I am not really picky because this card will reside inside my super phone but still it does not justify the money paid for this card.I hope this will help others.",3,Negatif
